business_id,date,time,hour,minute,second,name
DdqPNe8W1XF44CLw94Zb6A,'2011-03-20,22:24:55',22,24,55',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2011-05-14,17:13:48',17,13,48',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2011-05-18,23:33:51',23,33,51',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2011-06-03,05:21:26',5,21,26',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2011-07-01,18:53:37',18,53,37',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2011-07-06,05:22:05',5,22,05',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2011-07-07,02:49:44',2,49,44',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2011-07-07,14:23:18',14,23,18',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2011-07-08,00:05:53',0,5,53',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2011-07-08,23:21:20',23,21,20',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2011-07-10,15:02:42',15,2,42',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2011-07-25,03:14:01',3,14,01',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2011-07-28,05:18:00',5,18,00',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2011-08-04,04:48:39',4,48,39',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2011-08-05,01:04:13',1,4,13',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2011-08-07,02:49:14',2,49,14',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2011-08-07,19:14:58',19,14,58',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2011-08-11,01:05:42',1,5,42',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2011-08-12,01:50:20',1,50,20',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2011-08-17,03:14:03',3,14,03',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2011-08-17,22:42:19',22,42,19',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2011-08-20,20:22:50',20,22,50',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2011-08-26,03:47:08',3,47,08',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2011-08-27,04:03:37',4,3,37',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2011-08-27,20:12:09',20,12,09',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2011-09-03,05:39:32',5,39,32',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2011-09-06,02:47:27',2,47,27',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2011-09-07,01:54:24',1,54,24',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2011-09-07,02:43:29',2,43,29',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2011-09-07,23:36:20',23,36,20',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2011-09-09,04:09:50',4,9,50',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2011-09-12,02:15:26',2,15,26',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2011-09-14,22:30:15',22,30,15',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2011-09-19,01:19:01',1,19,01',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2011-09-21,03:37:38',3,37,38',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2011-09-22,21:50:08',21,50,08',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2011-09-23,08:10:59',8,10,59',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2011-09-25,22:04:03',22,4,03',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2011-09-27,03:11:54',3,11,54',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2011-09-27,04:03:40',4,3,40',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2011-09-28,03:35:53',3,35,53',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2011-09-30,03:33:28',3,33,28',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2011-10-01,05:58:23',5,58,23',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2011-10-09,05:42:04',5,42,04',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2011-10-10,08:50:04',8,50,04',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2011-10-15,04:18:14',4,18,14',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2011-10-17,19:56:12',19,56,12',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2011-10-19,03:48:09',3,48,09',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2011-10-20,02:00:25',2,0,25',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2011-10-23,22:19:08',22,19,08',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2011-10-24,00:29:50',0,29,50',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2011-10-26,10:04:24',10,4,24',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2011-10-28,04:54:42',4,54,42',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2011-11-02,07:39:17',7,39,17',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2011-11-05,01:49:59',1,49,59',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2011-11-06,00:08:14',0,8,14',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2011-11-06,20:32:06',20,32,06',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2011-11-07,01:35:39',1,35,39',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2011-11-12,19:36:30',19,36,30',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2011-11-27,06:13:31',6,13,31',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2011-11-30,15:23:30',15,23,30',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2011-12-06,23:10:10',23,10,10',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2011-12-11,01:40:20',1,40,20',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2012-01-29,20:29:01',20,29,01',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2012-02-22,02:30:23',2,30,23',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2012-03-26,17:33:53',17,33,53',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2012-04-05,23:41:47',23,41,47',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2012-04-08,03:19:26',3,19,26',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2012-04-10,23:06:52',23,6,52',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2012-04-12,21:06:23',21,6,23',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2012-04-14,18:40:17',18,40,17',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2012-04-16,01:17:46',1,17,46',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2012-04-22,17:22:50',17,22,50',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2012-05-02,18:00:34',18,0,34',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2012-05-14,17:06:15',17,6,15',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2012-05-20,19:16:28',19,16,28',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2012-05-22,23:47:21',23,47,21',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2012-05-28,19:38:18',19,38,18',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2012-05-31,04:16:49',4,16,49',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2012-06-23,18:26:00',18,26,00',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2012-07-02,02:58:17',2,58,17',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2012-07-04,18:57:26',18,57,26',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2012-07-08,22:16:21',22,16,21',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2012-07-22,22:40:24',22,40,24',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2012-07-22,23:09:41',23,9,41',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2012-08-14,02:38:09',2,38,09',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2012-08-14,03:47:23',3,47,23',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2012-08-19,18:13:35',18,13,35',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2012-08-29,00:40:54',0,40,54',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2012-08-30,19:13:54',19,13,54',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2012-09-03,05:34:21',5,34,21',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2012-09-09,23:59:12',23,59,12',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2012-09-12,02:48:58',2,48,58',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2012-09-23,01:22:17',1,22,17',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2012-09-23,20:36:42',20,36,42',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2012-09-30,15:35:20',15,35,20',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2012-10-02,01:16:37',1,16,37',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2012-10-05,00:54:53',0,54,53',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2012-10-07,21:05:42',21,5,42',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2012-10-15,02:58:49',2,58,49',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2012-10-30,02:15:26',2,15,26',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2012-10-31,15:36:47',15,36,47',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2012-11-03,18:22:30',18,22,30',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2012-11-05,02:13:51',2,13,51',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2012-11-17,18:44:06',18,44,06',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2012-11-19,15:04:10',15,4,10',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2012-11-22,15:16:40',15,16,40',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2012-11-27,02:18:42',2,18,42',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2012-12-04,23:59:49',23,59,49',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2012-12-08,04:51:48',4,51,48',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2012-12-09,19:48:15',19,48,15',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2012-12-09,23:47:13',23,47,13',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2012-12-16,01:33:29',1,33,29',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2012-12-19,04:11:33',4,11,33',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2012-12-23,19:12:46',19,12,46',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2012-12-24,04:14:21',4,14,21',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2012-12-24,22:51:37',22,51,37',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2012-12-28,04:47:55',4,47,55',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2013-01-06,00:52:37',0,52,37',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2013-01-08,16:15:46',16,15,46',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2013-01-13,20:31:13',20,31,13',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2013-01-20,22:23:24',22,23,24',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2013-01-22,03:12:32',3,12,32',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2013-02-03,17:39:15',17,39,15',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2013-02-04,23:47:14',23,47,14',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2013-02-05,01:56:43',1,56,43',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2013-02-08,00:48:01',0,48,01',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2013-02-16,18:12:22',18,12,22',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2013-02-18,03:24:21',3,24,21',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2013-02-20,21:15:00',21,15,00',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2013-03-03,20:12:10',20,12,10',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2013-03-05,21:53:01',21,53,01',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2013-03-10,02:06:11',2,6,11',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2013-03-12,02:53:39',2,53,39',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2013-03-18,23:10:00',23,10,00',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2013-03-19,23:29:07',23,29,07',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2013-03-22,21:45:56',21,45,56',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2013-03-26,18:15:47',18,15,47',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2013-03-30,17:00:01',17,0,01',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2013-04-01,22:03:47',22,3,47',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2013-04-05,19:04:23',19,4,23',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2013-04-07,00:02:57',0,2,57',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2013-04-08,19:15:29',19,15,29',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2013-04-11,01:03:03',1,3,03',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2013-04-14,00:13:53',0,13,53',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2013-04-16,22:34:19',22,34,19',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2013-04-27,22:44:11',22,44,11',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2013-05-01,01:19:49',1,19,49',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2013-05-08,01:52:11',1,52,11',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2013-05-11,22:57:38',22,57,38',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2013-05-16,22:56:20',22,56,20',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2013-05-20,23:53:13',23,53,13',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2013-05-25,23:51:59',23,51,59',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2013-05-27,23:10:12',23,10,12',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2013-06-02,16:58:20',16,58,20',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2013-06-11,19:08:21',19,8,21',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2013-06-15,06:16:06',6,16,06',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2013-06-17,23:25:38',23,25,38',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2013-06-20,18:34:11',18,34,11',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2013-06-23,02:22:32',2,22,32',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2013-07-06,13:52:47',13,52,47',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2013-07-07,22:17:28',22,17,28',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2013-07-11,23:54:02',23,54,02',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2013-07-14,00:42:23',0,42,23',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2013-07-18,20:05:14',20,5,14',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2013-07-21,01:54:18',1,54,18',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2013-07-22,01:08:06',1,8,06',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2013-07-23,13:44:01',13,44,01',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2013-07-27,18:43:03',18,43,03',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2013-07-28,22:29:01',22,29,01',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2013-07-29,19:07:27',19,7,27',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2013-08-10,19:26:41',19,26,41',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2013-08-13,04:30:45',4,30,45',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2013-08-16,22:39:40',22,39,40',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2013-08-20,01:12:35',1,12,35',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2013-08-26,03:09:48',3,9,48',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2013-08-31,01:59:08',1,59,08',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2013-09-03,01:00:29',1,0,29',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2013-09-07,04:50:42',4,50,42',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2013-09-07,23:51:33',23,51,33',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2013-09-13,15:40:43',15,40,43',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2013-09-16,03:14:13',3,14,13',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2013-09-16,13:33:41',13,33,41',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2013-09-25,23:50:37',23,50,37',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2013-10-03,01:15:47',1,15,47',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2013-10-06,19:59:07',19,59,07',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2013-10-14,02:37:10',2,37,10',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2013-10-16,23:25:20',23,25,20',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2013-10-18,00:43:46',0,43,46',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2013-10-19,08:57:35',8,57,35',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2013-10-22,01:56:17',1,56,17',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2013-10-23,20:50:46',20,50,46',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2013-10-26,00:38:13',0,38,13',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2013-11-01,17:02:43',17,2,43',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2013-11-03,01:06:53',1,6,53',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2013-11-08,05:52:55',5,52,55',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2013-11-17,00:58:05',0,58,05',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2013-11-21,01:05:27',1,5,27',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2013-11-24,05:42:13',5,42,13',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2013-11-27,03:09:50',3,9,50',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2013-11-30,03:16:42',3,16,42',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2013-12-11,00:48:39',0,48,39',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2013-12-12,19:20:37',19,20,37',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2013-12-24,01:03:26',1,3,26',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2013-12-25,01:14:35',1,14,35',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2013-12-28,21:50:19',21,50,19',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2013-12-28,21:50:39',21,50,39',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2014-01-02,03:31:08',3,31,08',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2014-01-04,03:07:49',3,7,49',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2014-01-06,03:04:14',3,4,14',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2014-01-11,20:38:50',20,38,50',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2014-01-19,18:08:37',18,8,37',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2014-01-22,01:57:57',1,57,57',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2014-01-26,04:04:39',4,4,39',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2014-01-27,00:08:45',0,8,45',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2014-01-29,02:09:38',2,9,38',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2014-02-02,17:52:40',17,52,40',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2014-02-05,23:02:50',23,2,50',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2014-02-06,19:42:37',19,42,37',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2014-02-11,23:41:15',23,41,15',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2014-02-14,02:32:21',2,32,21',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2014-02-18,00:26:42',0,26,42',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2014-02-19,13:34:10',13,34,10',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2014-02-24,01:54:57',1,54,57',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2014-03-04,02:47:39',2,47,39',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2014-03-08,01:42:44',1,42,44',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2014-03-11,05:04:37',5,4,37',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2014-03-16,14:07:07',14,7,07',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2014-03-18,23:32:12',23,32,12',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2014-03-27,02:08:58',2,8,58',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2014-03-30,16:18:49',16,18,49',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2014-03-30,23:21:17',23,21,17',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2014-04-01,03:53:07',3,53,07',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2014-04-05,23:31:53',23,31,53',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2014-04-13,22:54:11',22,54,11',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2014-04-21,00:39:41',0,39,41',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2014-04-25,01:19:34',1,19,34',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2014-04-27,13:58:27',13,58,27',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2014-05-03,23:06:18',23,6,18',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2014-05-09,02:17:40',2,17,40',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2014-05-10,20:30:08',20,30,08',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2014-05-12,02:53:51',2,53,51',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2014-05-16,22:28:27',22,28,27',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2014-05-24,23:16:52',23,16,52',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2014-05-27,22:29:10',22,29,10',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2014-05-28,18:54:05',18,54,05',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2014-06-08,01:57:10',1,57,10',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2014-06-11,23:29:09',23,29,09',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2014-06-16,23:19:38',23,19,38',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2014-06-21,19:24:24',19,24,24',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2014-06-23,00:37:55',0,37,55',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2014-06-28,22:55:51',22,55,51',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2014-06-29,13:50:23',13,50,23',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2014-07-01,02:54:52',2,54,52',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2014-07-15,23:18:51',23,18,51',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2014-07-18,19:40:27',19,40,27',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2014-07-20,18:59:12',18,59,12',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2014-07-22,00:08:16',0,8,16',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2014-07-24,21:06:24',21,6,24',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2014-07-30,14:02:19',14,2,19',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2014-08-18,19:04:42',19,4,42',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2014-08-27,02:44:39',2,44,39',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2014-08-27,13:43:41',13,43,41',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2014-09-05,04:37:50',4,37,50',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2014-09-06,13:07:00',13,7,00',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2014-09-07,14:24:04',14,24,04',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2014-09-09,01:43:11',1,43,11',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2014-09-10,02:49:14',2,49,14',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2014-09-12,01:20:57',1,20,57',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2014-09-13,13:47:29',13,47,29',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2014-09-13,22:00:19',22,0,19',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2014-09-15,03:06:49',3,6,49',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2014-09-19,04:41:25',4,41,25',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2014-09-23,04:53:30',4,53,30',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2014-09-25,21:02:27',21,2,27',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2014-09-28,15:49:14',15,49,14',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2014-10-02,02:26:06',2,26,06',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2014-10-13,19:33:01',19,33,01',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2014-10-22,02:53:42',2,53,42',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2014-10-23,20:46:20',20,46,20',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2014-10-25,21:02:59',21,2,59',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2014-10-26,04:07:27',4,7,27',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2014-11-01,04:34:01',4,34,01',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2014-11-25,02:45:27',2,45,27',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2014-12-05,18:39:18',18,39,18',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2014-12-13,20:32:50',20,32,50',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2014-12-28,05:36:35',5,36,35',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2014-12-30,03:56:16',3,56,16',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2015-01-06,01:20:04',1,20,04',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2015-01-11,01:01:13',1,1,13',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2015-01-11,21:48:38',21,48,38',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2015-01-17,15:31:08',15,31,08',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2015-01-24,17:17:06',17,17,06',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2015-01-31,23:44:29',23,44,29',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2015-02-05,20:12:03',20,12,03',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2015-02-07,13:59:54',13,59,54',Safeway
DdqPNe8W1XF44CLw94Zb6A,'2015-02-08,20:03:49',20,3,49',Safeway
